,Accommodates,Accuracy,Air Conditioning,Bathrooms,Bed type,Bedrooms,Beds,Breakfast,Buzzer/Wireless Intercom,Cable TV,Cancellation,Carbon Monoxide Detector,Check In,Check Out,Checkin,Cleaning_Fee,Cleanliness,Communication,Doorman,Dryer,Elevator in Building,Essentials,Extra_People,Family/Kid Friendly,Fire Extinguisher,First Aid Kit,Free Parking on Premises,Gym,Heating,Hot Tub,Indoor Fireplace,Internet,Kitchen,Lat,ListingID,Location,Long,Monthly_Price,Pets Allowed,Pool,Price,Property type,Safety Card,Security_Deposit,Shampoo,Smoke Detector,Smoking Allowed,Suitable for Events,TV,Title,URL,UserID,Value,Washer,Weekly_Price,Wheelchair Accessible,Wireless Internet
65,2,Not Found,1,1,Real Bed,0,1,1,0,0,Flexible,0,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,0,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.77004410545511,7136629,Not Found,-73.96038822052616,Not Found,0,1,115,Apartment,1,Not Found,1,0,0,1,1,Fresh studio in the ❤️ of the UES!,https://www.airbnb.com/rooms/7136629,34469531,Not Found,1,Not Found,1,1
66,2,Not Found,1,1,Real Bed,1,1,1,0,0,Strict,1,Not Found,Not Found,Not Found,$30,Not Found,Not Found,0,1,1,1,No Charge,0,0,1,0,1,1,0,0,1,1,40.83494964829487,876282,Not Found,-73.93928680699376,$1200,0,1,70,Apartment,1,$300,1,1,0,1,0,Sunlight on a Hill in Manhattan ,https://www.airbnb.com/rooms/876282,1679743,Not Found,1,$500,1,1
67,2,Not Found,1,1,Real Bed,0,1,1,1,1,Moderate,0,Not Found,2:00 PM,Not Found,$25,Not Found,Not Found,0,1,0,1,Not Found,0,0,0,0,1,1,0,0,0,1,40.78104143676006,6983023,Not Found,-73.94852446024653,Not Found,0,1,105,Apartment,1,$100,0,0,0,1,0,Upper East Side Studio,https://www.airbnb.com/rooms/6983023,36217439,Not Found,1,Not Found,1,1
68,4,4.5,1,1,Not Found,1,2,1,1,1,Moderate,1,1:00 PM,11:00 AM,5.0,Not Found,4.5,5.0,0,1,0,1,$15 / night after 2 guests,1,0,0,0,1,1,0,0,1,1,40.77953393726197,32291,5.0,-73.95342142912874,Not Found,0,1,195,Apartment,1,Not Found,1,1,0,1,1,"Lux Upper East - CPark, All Museums",https://www.airbnb.com/rooms/32291,95639,4.5,1,Not Found,1,1
69,3,Not Found,1,1,Real Bed,1,1,1,1,1,Strict,0,6:00 AM,Not Found,Not Found,$50,Not Found,Not Found,0,1,0,1,No Charge,1,0,0,1,1,1,0,0,1,1,40.79902524993997,2313867,Not Found,-73.95985325164486,$2825,0,1,132,Apartment,1,Not Found,1,0,0,1,1,Central Park West-Columbia/St Lukes,https://www.airbnb.com/rooms/2313867,4422250,Not Found,1,$785,1,1
70,1,5.0,1,1,Real Bed,1,1,1,0,0,Flexible,0,12:00 PM (noon),3:00 PM,4.5,$5,3.5,5.0,0,1,0,1,Not Found,0,0,0,0,1,1,0,0,1,1,40.80101812368058,6299137,4.5,-73.96340485880853,Not Found,0,1,40,Apartment,1,Not Found,0,0,0,1,1,Best Deal on the UWS,https://www.airbnb.com/rooms/6299137,28112335,4.5,1,$265,1,1
71,2,Not Found,0,1.5,Not Found,2,2,1,0,0,Strict,0,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,1,1,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.796134346796855,5396306,Not Found,-73.96686504145599,Not Found,0,1,100,Apartment,1,Not Found,0,0,0,1,0,Apartment Upper West Side ,https://www.airbnb.com/rooms/5396306,27973867,Not Found,1,Not Found,1,1
72,2,5.0,1,1,Real Bed,1,1,1,1,0,Strict,0,Not Found,Not Found,5.0,Not Found,4.5,4.5,0,1,0,1,No Charge,1,0,0,1,1,1,0,0,1,1,40.81665484730936,2608680,4.0,-73.93987328225661,Not Found,0,1,80,Apartment,1,Not Found,0,1,0,1,0,Beautiful spacious room ,https://www.airbnb.com/rooms/2608680,6049730,4.5,1,Not Found,1,1
73,5,Not Found,1,1,Not Found,2,3,1,0,1,Moderate,0,3:00 PM,12:00 PM (noon),Not Found,Not Found,Not Found,Not Found,1,1,1,1,No Charge,1,0,0,0,1,1,0,0,1,1,40.76705823906451,6054335,Not Found,-73.95437212727407,Not Found,0,1,275,Apartment,1,Not Found,0,1,0,1,1,Sunny Two-Bedroom Sleeps 5,https://www.airbnb.com/rooms/6054335,13419231,Not Found,1,Not Found,1,1
74,2,Not Found,1,1,Real Bed,1,1,1,0,0,Flexible,0,12:00 PM (noon),12:00 PM (noon),Not Found,Not Found,Not Found,Not Found,0,1,0,1,No Charge,0,1,0,0,1,1,0,0,1,1,40.72683843614586,6748508,Not Found,-73.98646306980486,Not Found,0,1,110,Apartment,1,Not Found,0,1,0,1,0,Private Room- Heart of East Village,https://www.airbnb.com/rooms/6748508,35332514,Not Found,1,Not Found,1,1
75,2,Not Found,1,1,Real Bed,1,1,1,0,1,Strict,0,2:00 PM,2:00 PM,Not Found,$35,Not Found,Not Found,1,1,1,1,No Charge,1,0,0,0,1,1,0,0,1,1,40.75962001499409,7194680,Not Found,-73.984256985969,$2150,0,1,95,Apartment,1,$250,0,0,0,1,1,Large Private Room in Times Square,https://www.airbnb.com/rooms/7194680,20203673,Not Found,1,$595,1,1
76,2,Not Found,1,1,Real Bed,1,1,1,1,1,Moderate,1,9:00 AM,2:00 PM,Not Found,Not Found,Not Found,Not Found,0,1,1,1,No Charge,1,0,0,0,1,1,0,0,1,1,40.71618160189228,1896931,Not Found,-73.98929250535075,$4500,0,1,185,Apartment,1,$400,1,1,0,1,1,Luxury in LES with incredible view,https://www.airbnb.com/rooms/1896931,9854197,Not Found,1,$1200,1,1
77,2,4.0,1,1,Futon,1,1,1,1,0,Strict,0,6:00 PM,3:00 PM,4.5,$20,4.0,4.5,0,1,0,1,$15 / night after the first guest,0,0,0,0,1,1,0,0,1,1,40.758159693354855,2209182,4.5,-73.99235004092361,Not Found,0,1,75,Apartment,1,Not Found,0,0,0,1,0,CUTE right in the heart of NYC! WOW,https://www.airbnb.com/rooms/2209182,10916318,4.0,1,$600,1,1
78,4,5.0,0,1,Not Found,0,2,1,1,0,Moderate,1,Not Found,Not Found,4.5,Not Found,5.0,5.0,0,1,0,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.72665538957755,5566792,5.0,-73.97645594850692,Not Found,0,1,150,Apartment,1,Not Found,1,1,0,1,0,East Village Plant-Filled Studio,https://www.airbnb.com/rooms/5566792,28860633,4.5,1,$1000,1,1
79,2,Not Found,1,1,Real Bed,1,1,1,0,0,Flexible,1,Not Found,Not Found,Not Found,$30,Not Found,Not Found,0,1,0,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.765119484053656,7205670,Not Found,-74.03829530367669,$1955,0,1,110,Apartment,1,Not Found,1,1,0,1,0,Comfortable Apt 20min to Manhattan,https://www.airbnb.com/rooms/7205670,2074014,Not Found,1,Not Found,1,1
80,2,4.5,1,1,Real Bed,1,1,1,1,0,Strict,0,1:00 PM,10:00 AM,4.5,$50,4.5,4.5,0,1,0,1,$20 / night after the first guest,0,0,0,0,1,1,1,0,1,1,40.7805751072266,3449575,4.5,-73.95111691864773,Not Found,0,1,99,Apartment,1,Not Found,1,0,0,1,1,NY Manhattan Private Studio,https://www.airbnb.com/rooms/3449575,17386660,4.5,1,Not Found,1,1
81,2,5.0,1,1,Real Bed,0,1,1,1,0,Strict,1,Not Found,Not Found,5.0,$20,4.5,5.0,0,1,0,1,Not Found,0,1,0,0,1,1,0,1,1,1,40.748353293694265,292996,5.0,-74.00330960597303,Not Found,0,1,179,Apartment,1,$300,1,1,0,1,1,Entire Apartment : Aug. 22 & 23rd,https://www.airbnb.com/rooms/292996,1516553,5.0,1,Not Found,1,1
82,2,Not Found,1,1,Real Bed,1,1,1,1,1,Flexible,1,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,1,1,No Charge,0,0,0,0,1,1,0,0,0,1,40.83022887121555,7227071,Not Found,-73.95044228373197,$1500,0,1,95,Apartment,1,Not Found,1,1,0,1,1,Private Room on Riverside Drive,https://www.airbnb.com/rooms/7227071,36562102,Not Found,1,$550,1,1
83,1,4.5,1,1,Airbed,1,1,1,0,1,Strict,1,4:00 PM,12:00 PM (noon),4.5,Not Found,5.0,4.5,1,1,1,1,Not Found,0,1,1,0,1,1,0,0,1,1,40.776025714559836,6114680,5.0,-73.9839191214725,Not Found,0,1,68,Apartment,1,Not Found,1,1,0,1,1,"Beautiful apt, best neighborhood!",https://www.airbnb.com/rooms/6114680,1624395,5.0,1,Not Found,1,1
84,2,4.5,1,1,Real Bed,0,1,1,1,0,Strict,1,Not Found,Not Found,4.5,Not Found,4.5,5.0,0,1,0,1,No Charge,0,1,0,0,1,1,0,0,1,1,40.75365517081676,930005,4.5,-73.99440037721014,Not Found,0,1,180,Loft,1,$500,1,1,0,1,0,NYC STUDIO/LOFT  ,https://www.airbnb.com/rooms/930005,1196380,4.0,1,Not Found,1,1
85,6,Not Found,1,2,Not Found,3,3,1,1,1,Strict,1,3:00 PM,11:00 AM,Not Found,$80,Not Found,Not Found,0,1,1,1,No Charge,1,1,1,0,1,1,0,0,0,1,40.78561502957928,6926572,Not Found,-73.9739406279677,Not Found,0,1,225,Condominium,1,$250,0,1,0,1,0,3BD 2BA steps to CP-great location!,https://www.airbnb.com/rooms/6926572,36309981,Not Found,1,Not Found,1,1
86,1,4.5,1,1,Real Bed,1,1,1,1,0,Moderate,0,Not Found,Not Found,5.0,$29,4.0,5.0,0,1,0,1,Not Found,0,0,0,0,1,1,0,0,1,1,40.82089190191844,5267542,3.5,-73.95175640788862,$1399,0,1,59,Apartment,1,Not Found,0,0,0,1,1,Make New Friends - innJoy NYC  [1S],https://www.airbnb.com/rooms/5267542,2313878,4.0,1,Not Found,1,1
87,2,Not Found,1,1,Real Bed,0,1,1,1,1,Flexible,1,Not Found,4:00 PM,Not Found,$60,Not Found,Not Found,1,1,1,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.79250510623142,4972631,Not Found,-73.97050228970194,Not Found,0,1,150,Apartment,1,Not Found,1,1,0,1,1,"Large, sunny studio, steps to park.",https://www.airbnb.com/rooms/4972631,16351410,Not Found,1,Not Found,1,1
88,1,4.0,1,1,Real Bed,1,1,1,1,1,Flexible,1,Not Found,Not Found,5.0,$15,4.0,4.5,0,1,0,1,Not Found,1,1,1,0,1,1,0,0,1,1,40.803591407319736,6645034,5.0,-73.96537003914845,$1200,0,1,54,Apartment,1,Not Found,1,1,0,1,1,"move-in ready, on-budget, come! =)",https://www.airbnb.com/rooms/6645034,34781484,4.5,1,$321,1,1
89,2,4.5,1,1,Real Bed,1,1,1,0,0,Moderate,1,Not Found,Not Found,5.0,Not Found,4.5,5.0,0,1,0,1,No Charge,0,0,1,0,1,1,0,0,0,1,40.797318081632056,4750486,3.5,-73.9318443794276,$1600,0,1,70,Apartment,1,Not Found,1,1,0,1,1,Sun-drenched 1BD in Upper East Side,https://www.airbnb.com/rooms/4750486,13631524,4.5,1,Not Found,1,1
90,2,Not Found,1,1,Real Bed,1,1,1,0,0,Moderate,1,3:00 PM,12:00 PM (noon),Not Found,Not Found,Not Found,Not Found,0,1,0,1,No Charge,0,0,0,0,1,1,0,0,0,1,40.77894108478798,6511083,Not Found,-73.98085199734211,Not Found,0,1,150,Apartment,1,Not Found,0,1,0,1,1,Cozy 1 bedroom // Upper West Side,https://www.airbnb.com/rooms/6511083,18724866,Not Found,1,Not Found,1,1
91,4,5.0,1,1,Real Bed,1,1,1,1,1,Moderate,0,Not Found,Not Found,5.0,Not Found,4.5,5.0,0,1,1,1,$10 / night after 2 guests,1,0,0,0,1,1,0,0,1,1,40.78911674752582,1262689,5.0,-73.95511777384004,Not Found,1,1,150,Apartment,1,$250,1,1,0,1,1,Lovely Apt. Steps from Central Park,https://www.airbnb.com/rooms/1262689,490191,4.5,1,Not Found,1,1
92,4,Not Found,1,1,Not Found,1,2,1,0,1,Flexible,0,Not Found,Not Found,Not Found,$49,Not Found,Not Found,1,1,1,1,$15 / night after 2 guests,0,0,0,0,1,1,0,0,1,1,40.75307581108427,7053025,Not Found,-73.99537616820055,Not Found,0,1,188,Apartment,1,Not Found,0,1,0,1,1,Luxury Midtown High-Rise,https://www.airbnb.com/rooms/7053025,14174955,Not Found,1,$1089,1,1
93,2,4.5,0,1,Real Bed,1,1,1,1,0,Flexible,1,4:00 PM,12:00 PM (noon),4.5,$80,4.0,4.0,0,1,0,1,No Charge,0,1,0,0,1,1,1,0,1,1,40.81142748965836,2127713,4.0,-73.94247966232923,Not Found,0,1,98,Apartment,1,Not Found,0,1,0,1,0,GREAT COZY APT,https://www.airbnb.com/rooms/2127713,8384058,4.5,1,Not Found,1,1
94,5,Not Found,1,1,Real Bed,0,1,1,1,1,Strict,1,Not Found,Not Found,Not Found,$50,Not Found,Not Found,1,1,1,1,No Charge,1,0,1,0,1,1,0,0,1,1,40.73818160459746,6938759,Not Found,-74.00046461899433,$4000,1,1,225,Apartment,1,Not Found,1,1,1,1,1,Greenwich Village Apt w/ Terrace,https://www.airbnb.com/rooms/6938759,10373211,Not Found,1,$1350,1,1
95,3,Not Found,0,1,Not Found,1,2,1,1,0,Flexible,0,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,0,1,No Charge,1,0,0,0,1,1,1,0,1,1,40.75838679285061,6053995,Not Found,-73.98997893819097,Not Found,0,1,165,Apartment,1,Not Found,1,1,0,1,1,Amazing 1BR in Times Sq! Great Loct,https://www.airbnb.com/rooms/6053995,31416442,Not Found,1,$950,1,1
96,2,5.0,1,1,Real Bed,1,1,1,0,0,Moderate,0,6:00 PM,12:00 PM (noon),5.0,$25,4.5,5.0,0,1,0,1,$30 / night after the first guest,0,0,0,0,1,1,0,0,1,1,40.78766925790857,3866538,5.0,-73.97433229722068,Not Found,0,1,110,Apartment,1,Not Found,0,0,0,1,0,Home away from home,https://www.airbnb.com/rooms/3866538,19961114,5.0,1,Not Found,1,1
97,3,5.0,1,1,Real Bed,1,1,1,1,0,Moderate,0,2:00 PM,12:00 PM (noon),4.5,Not Found,3.5,5.0,0,1,0,1,$25 / night after the first guest,1,0,0,0,1,1,0,0,1,1,40.83214121669786,559720,4.5,-73.9402502600904,$1400,0,1,52,Apartment,1,Not Found,1,0,0,1,0,Lovely room in sunny apartment :),https://www.airbnb.com/rooms/559720,2751612,4.5,1,$350,1,1
98,2,4.0,1,1,Real Bed,1,1,1,1,0,Strict,1,Not Found,Not Found,4.5,Not Found,4.0,4.5,0,1,0,1,$19 / night after the first guest,1,1,1,0,1,1,0,0,1,1,40.81942250421547,903972,4.0,-73.94145103472097,Not Found,0,1,45,Apartment,1,Not Found,1,1,0,1,0,Great Bedroom Manhattan ♥♥♥♥♥,https://www.airbnb.com/rooms/903972,4734398,4.5,1,Not Found,1,1
99,2,4.0,1,1,Real Bed,0,1,1,1,1,Flexible,1,Not Found,Not Found,5.0,Not Found,5.0,5.0,0,1,0,1,Not Found,0,0,0,0,1,1,0,0,1,1,40.78315545806478,4547273,5.0,-73.97269498876052,Not Found,0,1,175,Apartment,1,Not Found,1,1,0,1,1,Beautiful Spacious Studio By Park,https://www.airbnb.com/rooms/4547273,10411359,5.0,1,$1100,1,1
100,1,4.5,1,1,Real Bed,1,1,1,1,1,Strict,1,Not Found,Not Found,4.5,Not Found,4.0,4.5,0,1,0,1,Not Found,0,0,0,0,1,1,0,1,1,1,40.78460092919979,760088,5.0,-73.97129765440654,$1900,0,1,119,Apartment,1,$500,0,1,1,1,1,Bedroom for 1 in Brownstone Duplex,https://www.airbnb.com/rooms/760088,3703207,4.5,1,$850,1,1
101,1,Not Found,1,1,Not Found,1,2,1,1,0,Strict,1,9:00 AM,11:00 AM,Not Found,$35,Not Found,Not Found,0,1,1,1,Not Found,0,0,0,0,1,1,0,0,0,1,40.77003214683347,1386742,Not Found,-73.98565551249342,Not Found,0,1,89,Apartment,1,$200,1,0,0,1,0,Sm comfy room Central Park/HellsKit,https://www.airbnb.com/rooms/1386742,40100,Not Found,1,$610,1,1
102,2,Not Found,1,0.5,Real Bed,0,1,1,1,0,Strict,1,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,0,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.72714435196223,6108674,Not Found,-73.98827274527656,$2100,0,1,79,Apartment,1,Not Found,0,1,0,1,0,Studio Apartment,https://www.airbnb.com/rooms/6108674,31698014,Not Found,1,Not Found,1,1
103,1,4.5,1,1,Airbed,1,1,1,0,0,Moderate,0,12:00 PM (noon),12:00 PM (noon),4.5,$30,4.5,4.5,0,1,1,1,Not Found,0,0,0,0,1,1,0,0,1,1,40.75000757645313,1903249,5.0,-73.99855991929532,Not Found,0,1,88,Apartment,1,$100,0,0,0,1,0,The heart of Manhattan - NYC,https://www.airbnb.com/rooms/1903249,3187531,4.5,1,Not Found,1,1
104,2,Not Found,1,1,Real Bed,0,1,1,0,0,Flexible,0,Not Found,Not Found,Not Found,$20,Not Found,Not Found,0,1,0,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.7210141462469,6586663,Not Found,-73.9890455515634,Not Found,0,1,95,Apartment,1,Not Found,0,0,0,1,1,Charming Studio in the LES,https://www.airbnb.com/rooms/6586663,34453577,Not Found,1,Not Found,1,1
105,2,4.0,1,1,Real Bed,0,1,1,1,0,Moderate,1,Not Found,Not Found,4.0,$25,4.5,5.0,0,1,1,1,$25 / night after the first guest,0,1,0,0,1,1,1,0,1,1,40.72067714279446,291728,5.0,-73.99676943496239,Not Found,0,1,80,Apartment,1,Not Found,0,1,0,1,1,"Sunny,cozy,quiet studio in Nolita",https://www.airbnb.com/rooms/291728,1457410,4.5,1,Not Found,1,1
106,4,Not Found,1,1,Not Found,1,2,1,1,0,Strict,1,2:00 PM,12:00 PM (noon),Not Found,$70,Not Found,Not Found,0,1,1,1,$20 / night after 2 guests,1,0,0,0,1,1,0,0,1,1,40.78356013998158,6502221,Not Found,-73.97527603058475,Not Found,0,1,185,Apartment,1,Not Found,1,1,0,1,1,Chic 1 BR Near Central Park,https://www.airbnb.com/rooms/6502221,9882029,Not Found,1,$1200,1,1
107,2,Not Found,1,1,Real Bed,1,1,1,1,0,Flexible,0,Not Found,Not Found,Not Found,$50,Not Found,Not Found,0,1,1,1,$80 / night after the first guest,0,0,0,0,1,1,0,0,1,1,40.76233073862158,3475436,Not Found,-73.95992129869599,Not Found,0,1,275,Apartment,1,Not Found,1,0,1,1,1,Trendy 1BR UES on 60's street ,https://www.airbnb.com/rooms/3475436,17505956,Not Found,1,Not Found,1,1
108,4,Not Found,1,1,Not Found,1,2,1,1,0,Flexible,1,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,0,1,No Charge,1,0,0,0,1,1,0,0,1,1,40.792112931840784,7218368,Not Found,-73.96856551654756,Not Found,0,1,160,Apartment,1,Not Found,1,1,0,1,1,Great Upper West Side Apartment!,https://www.airbnb.com/rooms/7218368,25822424,Not Found,1,Not Found,1,1
109,2,4.5,0,1,Real Bed,1,1,1,1,0,Strict,0,3:00 PM,11:00 AM,4.5,$20,4.0,5.0,0,1,0,1,$10 / night after the first guest,0,0,0,0,1,1,0,0,0,1,40.796040771607096,1966735,4.0,-73.94237255504528,Not Found,0,1,69,Apartment,1,$100,0,0,0,1,0,"Sunny Private Room, Manhattan!",https://www.airbnb.com/rooms/1966735,10158500,4.5,1,Not Found,1,1
110,1,5.0,1,1,Real Bed,1,1,1,0,0,Strict,0,5:00 PM,11:00 AM,5.0,$10,5.0,5.0,0,1,1,1,Not Found,0,1,1,0,1,1,0,0,1,1,40.78429825543596,6706280,5.0,-73.97038114490515,$2800,0,1,95,Apartment,1,$100,1,1,0,1,1,Central Park Private Room,https://www.airbnb.com/rooms/6706280,32425798,5.0,1,$700,1,1
111,1,Not Found,1,1,Real Bed,1,1,1,0,1,Strict,1,Not Found,Not Found,Not Found,$50,Not Found,Not Found,1,1,1,1,Not Found,0,1,1,0,1,1,0,0,1,1,40.79656164565272,3200713,Not Found,-73.97468562466055,$1590,0,1,76,Apartment,1,$500,0,1,0,1,1,Large Sunny Rm/Private Bath UWS NYC,https://www.airbnb.com/rooms/3200713,16220386,Not Found,1,$450,1,1
112,4,Not Found,1,1,Not Found,1,2,1,1,1,Moderate,1,4:00 PM,11:00 AM,Not Found,$79,Not Found,Not Found,0,1,0,1,No Charge,0,1,1,0,1,1,0,0,0,1,40.80853143913127,6776785,Not Found,-73.93963167979958,Not Found,0,1,115,Townhouse,1,$100,0,1,0,1,1,1 bedroom Duplex Apartment- Private,https://www.airbnb.com/rooms/6776785,11156066,Not Found,1,$940,1,1
113,2,4.5,1,1,Real Bed,1,1,1,1,1,Moderate,1,1:00 PM,12:00 PM (noon),5.0,Not Found,5.0,5.0,0,1,0,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.72268477151503,5670038,5.0,-73.99003715442647,$3500,0,1,140,Apartment,1,Not Found,1,1,0,1,1,Private Room + Bath in East Village,https://www.airbnb.com/rooms/5670038,10807892,4.5,1,$945,1,1
114,6,4.5,1,1,Not Found,2,3,1,1,1,Strict,1,3:00 PM,10:00 AM,4.5,$100,4.5,4.5,0,1,0,1,$15 / night after 3 guests,1,0,0,0,1,1,0,0,1,1,40.7901072594802,3726816,3.5,-73.94250775816987,Not Found,0,1,211,Apartment,1,$500,0,1,0,1,1,Stylish 2BR * Sleeps 6 * C.Park,https://www.airbnb.com/rooms/3726816,8874291,4.0,1,Not Found,1,1
115,2,4.5,1,1,Real Bed,1,1,1,1,1,Strict,1,1:00 PM,11:00 AM,5.0,$50,5.0,5.0,0,1,0,1,No Charge,1,0,0,0,1,1,0,0,1,1,40.79034185146464,6576965,4.0,-73.94774227859997,Not Found,0,1,150,Apartment,1,Not Found,1,1,0,1,1,Private Apartment in Manhattan,https://www.airbnb.com/rooms/6576965,34403316,4.5,1,$1000,1,1
116,2,5.0,1,1,Couch,1,1,1,1,1,Flexible,0,Not Found,Not Found,4.5,Not Found,4.5,4.5,1,1,1,1,No Charge,1,0,0,0,1,1,0,0,1,1,40.816667548700984,5559332,4.0,-73.95433821482128,$1500,0,1,75,Apartment,1,Not Found,0,1,0,1,1,"Enjoy Comfort of a Clean, Cozy Home",https://www.airbnb.com/rooms/5559332,2335474,4.5,1,$450,1,1
117,2,Not Found,1,1,Real Bed,1,1,1,1,0,Flexible,0,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,0,1,No Charge,1,0,0,0,1,1,0,0,1,1,40.801048809471055,6880182,Not Found,-73.96709477361789,Not Found,0,1,115,Apartment,1,Not Found,0,0,1,1,0,Spacious One Bedroom on the UWS,https://www.airbnb.com/rooms/6880182,8050394,Not Found,1,Not Found,1,1
118,3,4.5,1,1,Not Found,1,2,1,0,1,Flexible,1,Not Found,Not Found,5.0,$25,4.5,5.0,0,1,0,1,No Charge,1,1,1,0,1,1,0,1,1,1,40.766270411358605,4422686,5.0,-73.95622843926968,$1750,0,1,99,Apartment,1,Not Found,1,1,0,1,1,Beautiful Renovated Loft-Bedroom,https://www.airbnb.com/rooms/4422686,22958067,4.5,1,$600,1,1
119,2,4.5,1,1,Not Found,1,2,1,0,0,Strict,0,3:00 PM,12:00 PM (noon),4.5,$25,4.5,5.0,0,1,0,1,$25 / night after the first guest,0,0,0,0,1,1,0,0,1,1,40.778966022152424,2980355,5.0,-73.95501112878131,Not Found,0,1,65,Apartment,1,$200,0,1,0,1,0,Steps away from subway!,https://www.airbnb.com/rooms/2980355,15098205,4.5,1,Not Found,1,1
120,1,Not Found,1,1,Real Bed,1,1,1,0,1,Flexible,0,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,1,1,1,Not Found,0,0,0,0,1,1,0,0,1,1,40.74892729119399,7048511,Not Found,-73.98817972562843,Not Found,0,1,80,Apartment,1,$600,1,1,0,1,1,34th and 6th ave. perfect location,https://www.airbnb.com/rooms/7048511,36962767,Not Found,1,$550,1,1
121,2,Not Found,0,1,Real Bed,1,1,1,1,0,Flexible,1,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,0,1,No Charge,0,0,1,0,1,1,0,0,1,1,40.850311431321956,4541697,Not Found,-73.9323771716193,Not Found,1,1,55,Apartment,1,Not Found,1,1,1,1,0,JUST FOR YOU!!,https://www.airbnb.com/rooms/4541697,23551785,Not Found,1,Not Found,1,1
122,2,5.0,1,1,Real Bed,1,1,1,0,0,Moderate,1,6:00 PM,Not Found,5.0,$10,5.0,5.0,0,1,1,1,Not Found,0,0,1,0,1,1,0,0,1,1,40.82398286325622,6662487,4.5,-73.94845535003384,Not Found,0,1,83,Apartment,1,Not Found,1,1,0,1,1,"Beautiful, Private Room/Manhattan!",https://www.airbnb.com/rooms/6662487,34874378,5.0,1,$494,1,1
123,2,Not Found,1,2,Not Found,1,2,1,1,0,Flexible,1,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,0,1,Not Found,1,0,0,0,1,1,0,0,1,1,40.7278639598006,6334808,Not Found,-73.98799707510474,Not Found,0,1,170,Apartment,1,$500,1,1,0,1,1,05/19- 05/27 Big East Village Room,https://www.airbnb.com/rooms/6334808,32979427,Not Found,1,$1100,1,1
124,4,Not Found,1,1,Not Found,1,2,1,1,1,Strict,1,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,1,1,$35 / night after 2 guests,1,0,0,0,1,1,0,0,1,1,40.73064183566691,7225919,Not Found,-73.98256791394411,$4000,0,1,175,Apartment,1,$250,0,1,0,1,1,Empire Suite,https://www.airbnb.com/rooms/7225919,37828225,Not Found,1,$1200,1,1
125,2,4.5,0,1,Real Bed,0,1,1,0,0,Moderate,0,1:00 PM,12:00 PM (noon),4.5,$50,4.5,4.5,1,1,1,1,Not Found,0,0,0,0,1,1,1,0,0,1,40.75134652162182,5477986,4.5,-73.96985750848732,Not Found,0,1,110,Apartment,1,Not Found,1,1,0,1,1,Bright and sunny studio ,https://www.airbnb.com/rooms/5477986,19881574,5.0,1,Not Found,1,1
126,2,Not Found,1,1,Not Found,0,2,1,1,1,Flexible,0,Not Found,Not Found,Not Found,$20,Not Found,Not Found,1,1,1,1,$40 / night after the first guest,1,0,0,0,1,1,0,0,1,1,40.75860363086542,6197550,Not Found,-73.99152103345148,Not Found,0,1,92,Apartment,1,Not Found,1,1,0,1,1,LARGE STUDIO-TIMES SQUARE!!,https://www.airbnb.com/rooms/6197550,2892827,Not Found,1,Not Found,1,1
127,2,4.5,1,1,Real Bed,1,1,1,0,0,Moderate,1,2:00 PM,12:00 PM (noon),5.0,$25,4.0,5.0,0,1,1,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.76427681076052,1751581,4.5,-73.99330401525883,Not Found,0,1,99,Apartment,1,Not Found,1,1,0,1,0,Sunny Spacious Room in Midtown NYC,https://www.airbnb.com/rooms/1751581,8775469,4.5,1,Not Found,1,1
128,3,Not Found,1,2,Real Bed,1,1,1,0,0,Flexible,1,Not Found,Not Found,Not Found,$15,Not Found,Not Found,0,1,1,1,$20 / night after 2 guests,1,1,0,1,1,1,0,0,1,1,40.80536842457402,7089602,Not Found,-73.96434830913643,Not Found,1,1,110,Apartment,1,Not Found,1,1,0,1,0,Sunny Broadway/Central Park King BD,https://www.airbnb.com/rooms/7089602,5117684,Not Found,1,Not Found,1,1
