shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
X10367,40.5649026829,-74.1152952504,200007
X10367,40.5652054721,-74.1149840848,200008
X10367,40.5652054721,-74.1149840848,210001
X10367,40.5658643516,-74.1143071284,210002
X10367,40.56646058,-74.1136962781,210003
X10367,40.5667141747,-74.1134440422,210004
X10367,40.5667141747,-74.1134440422,220001
X10367,40.567598043,-74.1125644347,220002
X10367,40.5681557964,-74.1119930811,220003
X10367,40.5687354948,-74.1114325527,220004
X10367,40.5704307082,-74.1096968453,220005
X10367,40.5704307082,-74.1096968453,220006
X10367,40.5704307082,-74.1096968453,230001
X10367,40.5710076641,-74.1091218755,230002
X10367,40.572098376,-74.1080365956,230003
X10367,40.5726423625,-74.1074867411,230004
X10367,40.5731890944,-74.1069332824,230005
X10367,40.5737468061,-74.1063762325,230006
X10367,40.5744968264,-74.1056286954,230007
X10367,40.5747567235,-74.1053684892,230008
X10367,40.5747567235,-74.1053684892,240001
X10367,40.5750600279,-74.105064433,240002
X10367,40.5756259911,-74.1044785669,240003
X10367,40.5759474395,-74.1041406933,240004
X10367,40.5764007249,-74.1037058275,240005
X10367,40.5765022986,-74.1036879863,240006
X10367,40.5768396499,-74.1033663281,240007
X10367,40.5768396499,-74.1033663281,250001
X10367,40.5772522722,-74.1029727865,250002
X10367,40.5779445493,-74.10231508,250003
X10367,40.5782459095,-74.1020275518,250004
X10367,40.5782459095,-74.1020275518,260001
X10367,40.5786230891,-74.1016681387,260002
X10367,40.5788730914,-74.1014129259,260003
X10367,40.5791698465,-74.1010533842,260004
X10367,40.5796891936,-74.1003917791,260005
X10367,40.5802085274,-74.0997409636,260006
X10367,40.5807251127,-74.0990901339,260007
X10367,40.5812416944,-74.0984392941,260008
X10367,40.5814650871,-74.0981580998,260009
X10367,40.5814650871,-74.0981580998,270001
X10367,40.5818132264,-74.0977201235,270002
X10367,40.5830442037,-74.0961702681,270003
X10367,40.5833687073,-74.0957595984,270004
X10367,40.5833687073,-74.0957595984,280001
X10367,40.5836239678,-74.0954366698,280002
X10367,40.5841402508,-74.0947897333,280003
X10367,40.5841402508,-74.0947897333,290001
X10367,40.5842037212,-74.0947102591,290002
X10367,40.5847450104,-74.0940233842,290003
X10367,40.5852395755,-74.0934084378,290004
X10367,40.5854838373,-74.093101317,290005
X10367,40.5854838373,-74.093101317,300001
X10367,40.5856544627,-74.0928869787,300002
X10367,40.5859401392,-74.0926173545,300003
X10367,40.5860692345,-74.0925059244,300004
X10367,40.5861599401,-74.0923476369,300005
X10367,40.5864840598,-74.0920564595,300006
X10367,40.5865609717,-74.0919845591,300007
X10367,40.5870361632,-74.0915567724,300008
X10367,40.5876019884,-74.0910570958,300009
X10367,40.5878566095,-74.0908316985,300010
X10367,40.5878566095,-74.0908316985,310001
X10367,40.5884342434,-74.0903201441,310002
X10367,40.5890055527,-74.089820454,310003
X10367,40.5895768599,-74.0893207552,310004
X10367,40.5901454255,-74.0888138433,310005
X10367,40.5907194813,-74.0883033294,310006
X10367,40.5908546161,-74.08818505,310007
X10367,40.5908546161,-74.08818505,320001
X10367,40.5912770495,-74.0878143886,320002
X10367,40.5913264806,-74.0877820484,320003
X10367,40.5917383972,-74.0875233467,320004
X10367,40.5921777065,-74.0873366901,320005
X10367,40.5927652752,-74.0870962147,320006
X10367,40.5934846369,-74.0867982954,320007
X10367,40.5941381066,-74.0865218887,320008
X10367,40.595887087,-74.0857931878,320009
X10367,40.5962390738,-74.0856535673,320010
X10367,40.5962390738,-74.0856535673,330001
X10367,40.5967107687,-74.0854665672,330002
X10367,40.596908482,-74.0853479913,330003
X10367,40.5971364519,-74.0851430319,330004
X10367,40.5973012886,-74.0849415917,330005
X10367,40.5974084551,-74.0847796873,330006
X10367,40.5975129217,-74.0845565635,330007
X10367,40.5978649715,-74.0835775564,330008
X10367,40.5984342795,-74.0820010483,330009
X10367,40.5984976251,-74.0816986451,330010
X10367,40.5985362183,-74.0814646295,330011
X10367,40.5985585355,-74.0809569204,330012
X10367,40.5985539631,-74.0808236791,330013
X10367,40.5985539631,-74.0808236791,340001
X10367,40.5985504657,-74.0807228478,340002
X10367,40.5985451706,-74.080445567,340003
X10367,40.5984935789,-74.0796424899,340004
X10367,40.5984284844,-74.0785081099,340005
X10367,40.5985492798,-74.0784722422,340006
X10367,40.5986180322,-74.0782778706,340007
X10367,40.5988100366,-74.0780670783,340008
X10367,40.5988100366,-74.0780670783,350001
X10367,40.5995711836,-74.0772310908,350002
X10367,40.5997551934,-74.0770692572,350003
X10367,40.6001972855,-74.0767996883,350004
X10367,40.6008156369,-74.0764636978,350005
X10367,40.6008156369,-74.0764636978,360001
X10367,40.6008782409,-74.0764295591,360002
X10367,40.6009852973,-74.0764152773,360003
X10367,40.6012405868,-74.0763795584,360004
X10367,40.6020666201,-74.076603775,360005
X10367,40.6021626493,-74.0766615038,360006
X10367,40.602785488,-74.0770043324,360007
X10367,40.6030022733,-74.077083809,360008
X10367,40.6031422479,-74.0770983755,360009
X10367,40.6036281313,-74.077016108,360010
X10367,40.6040865642,-74.076937409,360011
X10367,40.6053097931,-74.0767133753,360012
X10367,40.6053097931,-74.0767133753,370001
X10367,40.6054728538,-74.0766833115,370002
X10367,40.6054265157,-74.0761970777,370003
X10367,40.6052791493,-74.0749004309,370004
X10367,40.6051725464,-74.0742160598,370005
X10367,40.6051243969,-74.0739696759,370006
X10367,40.6051243969,-74.0739696759,380001
X10367,40.6050467006,-74.0735712842,380002
X10367,40.6049946946,-74.0733443441,380003
X10367,40.6049043663,-74.0729517022,380004
X10367,40.6047236244,-74.0722960682,380005
X10367,40.6044195379,-74.0713594053,380006
X10367,40.6036165728,-74.0693022393,380007
X10367,40.6036165728,-74.0693022393,380008
X10367,40.6036165728,-74.0693022393,390001
X10367,40.6033179086,-74.0684376357,390002
X10367,40.6030768213,-74.0676703308,390003
X10367,40.6028850217,-74.0670975456,390004
X10367,40.6025644924,-74.0660420769,390005
X10367,40.602353506,-74.065408062,390006
X10367,40.6021891023,-74.0649073394,390007
X10367,40.6019808343,-74.0643093458,390008
X10367,40.6018904511,-74.0639599476,390009
X10367,40.6018575897,-74.0638230726,390010
X10367,40.6018521061,-74.063812264,390011
X10367,40.601780935,-74.0634628853,390012
X10367,40.6017927627,-74.0619072037,390013
X10367,40.6017275768,-74.0606143349,390014
X10367,40.601755408,-74.059883329,390015
X10367,40.6018408269,-74.0592460032,390016
X10367,40.6018711085,-74.0590731751,390017
X10367,40.6022972319,-74.0577339176,390018
X10367,40.6023769463,-74.0575035115,390019
X10367,40.6032868483,-74.0546845388,390020
X10367,40.6034820147,-74.0540796918,390021
X10367,40.603982288,-74.0525243532,390022
X10367,40.6040125284,-74.0524199404,390023
X10367,40.6043643589,-74.0513182252,390024
X10367,40.6101817082,-74.0333147321,390025
X10367,40.6102943556,-74.0329294172,390026
X10367,40.6103712827,-74.0326737413,390027
X10367,40.6106817162,-74.0317014559,390028
X10367,40.6108630063,-74.0312117204,390029
X10367,40.6109701241,-74.0309488511,390030
X10367,40.611379313,-74.0301386679,390031
X10367,40.6116731169,-74.0297102014,390032
X10367,40.6120080782,-74.0293321729,390033
X10367,40.612203004,-74.0291521735,390034
X10367,40.6124171403,-74.0289829864,390035
X10367,40.612738333,-74.0287742255,390036
X10367,40.6134548034,-74.0284503751,390037
X10367,40.6137869743,-74.028241613,390038
X10367,40.6148247167,-74.0273632023,390039
X10367,40.6155192895,-74.0267619729,390040
X10367,40.616131509,-74.0261895141,390041
X10367,40.6161562179,-74.0261643104,390042
X10367,40.6162330866,-74.026099506,390043
X10367,40.6163401529,-74.0260131016,390044
X10367,40.616883725,-74.0255486614,390045
X10367,40.6173641478,-74.0251634333,390046
X10367,40.6183716675,-74.024313733,390047
X10367,40.6187642528,-74.023928456,390048
X10367,40.6195576307,-74.0232731585,390049
X10367,40.6197662708,-74.0230931257,390050
X10367,40.6202576736,-74.0226610394,390051
X10367,40.6204773024,-74.0224269743,390052
X10367,40.6209028014,-74.0221317393,390053
X10367,40.6209549614,-74.0220849283,390054
X10367,40.6209824141,-74.0220597221,390055
X10367,40.6221903162,-74.0210118693,390056
X10367,40.6223605198,-74.0208642307,390057
X10367,40.6233542814,-74.0200252046,390058
X10367,40.6237413484,-74.0197227255,390059
X10367,40.6242107588,-74.0194166645,390060
X10367,40.6243562482,-74.0193230455,390061
X10367,40.6248586009,-74.0189809644,390062
X10367,40.6260142409,-74.0184553358,390063
X10367,40.626670284,-74.0182069459,390064
X10367,40.6269008607,-74.0181133439,390065
X10367,40.628989765,-74.0173105294,390066
X10367,40.6290199593,-74.0172997294,390067
X10367,40.6298297188,-74.0169757005,390068
X10367,40.6301892997,-74.0168785198,390069
X10367,40.6303924248,-74.0168029149,390070
X10367,40.6305598655,-74.0167417112,390071
X10367,40.6322644663,-74.0161080488,390072
X10367,40.6328244225,-74.0159604686,390073
X10367,40.6333047685,-74.0158957323,390074
X10367,40.6333706432,-74.015895748,390075
X10367,40.6334776902,-74.0158921707,390076
X10367,40.6339442973,-74.0159355163,390077
X10367,40.6343807011,-74.0160545161,390078
X10367,40.6347155422,-74.016213125,390079
X10367,40.6350476286,-74.0164401906,390080
X10367,40.6352562051,-74.0166275952,390081
X10367,40.6353412795,-74.0167234549,390082
X10367,40.6353412795,-74.0167234549,400001
X10367,40.6354098878,-74.0168005753,400002
X10367,40.6355635701,-74.0169735562,400003
X10367,40.63581055,-74.0173122987,400004
X10367,40.6368066484,-74.0189447295,400005
X10367,40.6370014788,-74.0192402342,400006
X10367,40.6374926542,-74.020061875,400007
X10367,40.6378054792,-74.0205159576,400008
X10367,40.6380058075,-74.0207430141,400009
X10367,40.6384970418,-74.0211899538,400010
X10367,40.6387412886,-74.0213990131,400011
X10367,40.6389196839,-74.0214819426,400012
X10367,40.6392847168,-74.0216045677,400013
X10367,40.6396415301,-74.0216479214,400014
X10367,40.6401465785,-74.0216012436,400015
X10367,40.6404155832,-74.0215148532,400016
X10367,40.640761457,-74.0213456123,400017
X10367,40.6412336196,-74.0210178659,400018
X10367,40.6417195265,-74.0205712104,400019
X10367,40.6419830638,-74.0203550931,400020
X10367,40.6423536792,-74.0199552366,400021
X10367,40.6448079214,-74.0174371509,400022
X10367,40.6540204485,-74.0078566311,400023
X10367,40.654341609,-74.007532311,400024
X10367,40.6616374673,-73.9999531432,400025
X10367,40.6644919915,-73.99696499,400026
X10367,40.6649476122,-73.9965540506,400027
X10367,40.6653154036,-73.996290898,400028
X10367,40.6658561148,-73.9960241276,400029
X10367,40.6661607818,-73.9959448079,400030
X10367,40.6665395586,-73.99589432,400031
X10367,40.6670253836,-73.9959051041,400032
X10367,40.6675331697,-73.9959987948,400033
X10367,40.6680491936,-73.996200628,400034
X10367,40.6684691502,-73.9964024696,400035
X10367,40.669256914,-73.9968962823,400036
X10367,40.6742359694,-74.0000036051,400037
X10367,40.6752021268,-74.000591237,400038
X10367,40.6759075293,-74.0010346757,400039
X10367,40.6761133856,-74.0011752799,400040
X10367,40.6776696541,-74.0022208261,400041
X10367,40.6781938968,-74.0026030017,400042
X10367,40.6784738579,-74.0028265401,400043
X10367,40.6785040498,-74.0028517783,400044
X10367,40.6787840105,-74.0030717134,400045
X10367,40.6792972692,-74.0035224027,400046
X10367,40.6793933335,-74.0036053304,400047
X10367,40.6795003763,-74.0037026803,400048
X10367,40.6796870151,-74.0038685366,400049
X10367,40.67973093,-74.003908198,400050
X10367,40.6797666108,-74.0039442535,400051
X10367,40.6800465688,-74.0041786189,400052
X10367,40.6804116139,-74.0044202026,400053
X10367,40.6807052948,-74.0046545731,400054
X10367,40.6808013585,-74.0047302934,400055
X10367,40.6818690366,-74.005545204,400056
X10367,40.6821736973,-74.0057182924,400057
X10367,40.6849815116,-74.0071788144,400058
X10367,40.6935447297,-74.0124302117,400059
X10367,40.6990614119,-74.014872769,400060
X10367,40.7001345653,-74.0152408666,400061
X10367,40.7013065541,-74.0154214603,400062
X10367,40.7025993341,-74.0154361857,400063
X10367,40.7035819673,-74.0153678871,400064
X10367,40.7044877518,-74.0152635019,400065
X10367,40.7052645428,-74.0150797366,400066
X10367,40.7054374749,-74.0149860005,400067
X10367,40.7061676257,-74.0146363071,400068
X10367,40.7063487867,-74.0145822451,400069
X10367,40.706422897,-74.0145678341,400070
X10367,40.7066232639,-74.0145714847,400071
X10367,40.7068620483,-74.01464728,400072
X10367,40.7070898457,-74.0147843896,400073
X10367,40.7072215773,-74.0149142649,400074
X10367,40.7072819228,-74.015213646,400075
X10367,40.7072928798,-74.0153795631,400076
X10367,40.7072873479,-74.0156933568,400077
X10367,40.7070869424,-74.0159710354,400078
X10367,40.7066724592,-74.0161476696,400079
X10367,40.7063046469,-74.0162521773,400080
X10367,40.7060932826,-74.0163783629,400081
X10367,40.7050474697,-74.0167928785,400082
X10367,40.7047729827,-74.0168685501,400083
X10367,40.704731859,-74.0165403299,400084
X10367,40.70469355,-74.0156999596,400085
X10367,40.7046579605,-74.0150074654,400086
X10367,40.7048089298,-74.0149497921,400087
X10367,40.704975546,-74.0148776952,400088
X10367,40.704975546,-74.0148776952,410001
X10367,40.7062417728,-74.0143297469,410002
X10367,40.7062911856,-74.0142720489,410003
X10367,40.7063762958,-74.0140881209,410004
X10367,40.7065629722,-74.0138176503,410005
X10367,40.7067935538,-74.0136337507,410006
X10367,40.7069417844,-74.0135183628,410007
X10367,40.7071449133,-74.0133741307,410008
X10367,40.7077680209,-74.0129594662,410009
X10367,40.708033184,-74.0127853055,410010
X10367,40.708033184,-74.0127853055,420001
X10367,40.7083279923,-74.0125916718,420002
X10367,40.7083554419,-74.0125736425,420003
X10367,40.7089922718,-74.0121445378,420004
X10367,40.709305196,-74.0119353918,420005
X10367,40.7096867439,-74.0116757583,420006
X10367,40.7100479776,-74.0114402853,420007
X10367,40.7100479776,-74.0114402853,430001
X10367,40.7103674879,-74.0112322159,430002
X10367,40.7110152919,-74.0107994801,430003
X10367,40.711534082,-74.0104641068,430004
X10367,40.7117476353,-74.0103389746,430005
X10367,40.7117476353,-74.0103389746,440001
X10367,40.7120638478,-74.0101539795,440002
X10367,40.7121654082,-74.0101034956,440003
X10367,40.712725376,-74.0096671173,440004
X10367,40.7132551477,-74.0092559777,440005
X10367,40.7134623898,-74.0090929622,440006
X10367,40.7134623898,-74.0090929622,450001
X10367,40.7137958981,-74.0088304042,450002
X10367,40.7143613509,-74.0083867908,450003
X10367,40.7149268023,-74.0079395627,450004
X10367,40.715431864,-74.0075428221,450005
X10367,40.715997312,-74.0070955796,450006
X10367,40.7164123386,-74.0067684387,450007
X10367,40.7164123386,-74.0067684387,460001
X10367,40.7165325645,-74.0066735778,460002
X10367,40.7170760498,-74.0062479627,460003
X10367,40.7176771757,-74.0057754495,460004
X10367,40.7181904643,-74.0053714619,460005
X10367,40.7182728092,-74.0053245719,460006
X10367,40.7185500417,-74.005050428,460007
X10367,40.7188519735,-74.0048448254,460008
X10367,40.7194668173,-74.0043722878,460009
X10367,40.7200404872,-74.0039177768,460010
X10367,40.7201700429,-74.0038164126,460011
X10367,40.7201700429,-74.0038164126,470001
X10367,40.7205565139,-74.0035137607,470002
X10367,40.7208529338,-74.0039286472,470003
X10367,40.7213524526,-74.0046357663,470004
X10367,40.7217723728,-74.0052635219,470005
X10367,40.721926072,-74.0054150546,470006
X10367,40.7222362317,-74.0053573574,470007
X10367,40.7229773285,-74.0050579789,470008
X10367,40.7236251016,-74.0047874488,470009
X10367,40.724171316,-74.0045746306,470010
X10367,40.72551352,-74.0040299411,470011
X10367,40.7262491235,-74.0037305328,470012
X10367,40.7269572781,-74.003445548,470013
X10367,40.7270385238,-74.0034119987,470014
X10367,40.7270385238,-74.0034119987,480001
X10367,40.7276626875,-74.0031533412,480002
X10367,40.7283653525,-74.0028106163,480003
X10367,40.7296526536,-74.0022045183,480004
X10367,40.7297953818,-74.002139578,480005
X10367,40.7305090238,-74.0017246699,480006
X10367,40.7310634675,-74.0014107773,480007
X10367,40.7317057435,-74.0009525544,480008
X10367,40.7323150806,-74.0005123635,480009
X10367,40.7329271607,-74.0000685563,480010
X10367,40.7330633003,-73.9999664434,480011
X10367,40.7330633003,-73.9999664434,490001
X10367,40.7336106023,-73.9995561835,490002
X10367,40.7341348473,-73.9991881342,490003
X10367,40.7347826035,-73.9987154355,490004
X10367,40.7350021815,-73.9985566643,490005
X10367,40.7353891871,-73.9982752038,490006
X10367,40.73603145,-73.9978024874,490007
X10367,40.7366682217,-73.9973405875,490008
X10367,40.7373598853,-73.9968389829,490009
X10367,40.7374847688,-73.9967473218,490010
X10367,40.7374847688,-73.9967473218,500001
X10367,40.7380433125,-73.9963373685,500002
X10367,40.7386855676,-73.9958754402,500003
X10367,40.7392701824,-73.9954459841,500004
X10367,40.739860285,-73.9950165201,500005
X10367,40.7404421522,-73.9945942664,500006
X10367,40.7410295068,-73.9941647876,500007
X10367,40.74161686,-73.9937389098,500008
X10367,40.7422316578,-73.9932913694,500009
X10367,40.7429013461,-73.9928041184,500010
X10367,40.7435682879,-73.9923204668,500011
X10367,40.7441858245,-73.991869291,500012
X10367,40.7447240404,-73.9914762198,500013
X10368,40.5607717503,-74.1710136518,10001
X10368,40.560683125,-74.1709921912,10002
X10368,40.5604444081,-74.1709375964,10003
X10368,40.5603868316,-74.1708942621,10004
X10368,40.5604563229,-74.1703078162,10005
X10368,40.560366448,-74.1698325304,10006
X10368,40.5602429854,-74.1697962275,10007
X10368,40.5596832383,-74.1696652453,10008
X10368,40.5595598446,-74.1695821579,10009
X10368,40.5591263208,-74.169476691,10010
X10368,40.5584101623,-74.1693165267,10011
X10368,40.5576994772,-74.1691671761,10012
X10368,40.5569723443,-74.1690033921,10013
X10368,40.5566941139,-74.1689400706,10014
X10368,40.5566941139,-74.1689400706,20001
X10368,40.556269909,-74.1688432728,20002
X10368,40.5555674734,-74.1686831568,20003
X10368,40.5548513136,-74.1685230096,20004
X10368,40.5541324034,-74.1683664575,20005
X10368,40.5534327119,-74.1682063586,20006
X10368,40.5529470301,-74.1681043775,20007
X10368,40.5527165407,-74.1680534186,20008
X10368,40.5520761115,-74.167910388,20009
X10368,40.5520761115,-74.167910388,30001
X10368,40.5520003798,-74.167893285,30002
X10368,40.5518878852,-74.1678642146,30003
X10368,40.5512897083,-74.1677331685,30004
X10368,40.5505735469,-74.1675730418,30005
X10368,40.550256077,-74.1675013577,30006
X10368,40.550256077,-74.1675013577,40001
X10368,40.5498793384,-74.1674165718,40002
X10368,40.549165916,-74.167260057,40003
X10368,40.5488767069,-74.1671956432,40004
X10368,40.5488767069,-74.1671956432,50001
X10368,40.548447009,-74.1670999335,50002
X10368,40.5481095033,-74.1670271244,50003
X10368,40.5478736075,-74.1669185875,50004
X10368,40.547777665,-74.1668319902,50005
X10368,40.5477036547,-74.166763439,50006
X10368,40.5474516238,-74.1664245776,50007
X10368,40.5473421081,-74.1662335996,50008
X10368,40.5471088521,-74.1661970373,50009
X10368,40.5453967469,-74.1657430157,50010
X10368,40.5446532692,-74.1654893069,50011
X10368,40.5444338096,-74.1654024101,50012
X10368,40.5443378037,-74.1653589959,50013
X10368,40.5442747614,-74.1652976731,50014
X10368,40.544203495,-74.165229134,50015
X10368,40.5441127854,-74.1651292441,50016
X10368,40.5441127854,-74.1651292441,60001
X10368,40.5438006452,-74.1647855813,60002
X10368,40.5433018853,-74.1642302603,60003
X10368,40.5432224198,-74.1641365172,60004
X10368,40.5426412973,-74.1635917981,60005
X10368,40.541503712,-74.1625276336,60006
X10368,40.5412446708,-74.162284866,60007
X10368,40.5412446708,-74.162284866,70001
X10368,40.5398973721,-74.1610234398,70002
X10368,40.5383348791,-74.1595554004,70003
X10368,40.53807474,-74.1593079762,70004
X10368,40.53807474,-74.1593079762,80001
X10368,40.5378990297,-74.1591406239,80002
X10368,40.5372356435,-74.1585202455,80003
X10368,40.5366243507,-74.1579395764,80004
X10368,40.5363667249,-74.1576583532,80005
X10368,40.5362132776,-74.1574673177,80006
X10368,40.5359668268,-74.1570422204,80007
X10368,40.5353535012,-74.1559327289,80008
X10368,40.5351711439,-74.1556031271,80009
X10368,40.5351711439,-74.1556031271,90001
X10368,40.534304796,-74.1540379923,90002
X10368,40.5342335951,-74.153915513,90003
X10368,40.5345277179,-74.153596011,90004
X10368,40.5349675543,-74.153096963,90005
X10368,40.5354238861,-74.1525763608,90006
X10368,40.535636938,-74.1523286141,90007
X10368,40.535636938,-74.1523286141,100001
X10368,40.535899472,-74.1520234169,100002
X10368,40.5363228185,-74.1515351039,100003
X10368,40.5367736535,-74.151014468,100004
X10368,40.5372354984,-74.1504686663,100005
X10368,40.5376052441,-74.1500341787,100006
X10368,40.5376052441,-74.1500341787,110001
