shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
BX010026,40.8713883748,-73.8885520095,280003
BX010026,40.8715418255,-73.8882914182,280004
BX010026,40.8717501378,-73.8879981915,280005
BX010026,40.8719338385,-73.8877990145,280006
BX010026,40.8720901344,-73.8876432722,280007
BX010026,40.8722766003,-73.8874657833,280008
BX010026,40.8723141785,-73.8874411324,280009
BX010026,40.8723141785,-73.8874411324,290001
BX010026,40.8726606092,-73.8872120266,290002
BX010026,40.8733190293,-73.8868999468,290003
BX010026,40.8739719804,-73.8866095655,290004
BX010026,40.8742614209,-73.8864832386,290005
BX010026,40.8742614209,-73.8864832386,300001
BX010026,40.8745536045,-73.8863554595,300002
BX010026,40.8747401611,-73.8862719744,300003
BX010026,40.8753437169,-73.8859925132,300004
BX010026,40.8758924105,-73.8857456852,300005
BX010026,40.8759939208,-73.8857021188,300006
BX010026,40.876144814,-73.8856367714,300007
BX010026,40.8763140857,-73.885560544,300008
BX010026,40.8763140857,-73.885560544,310001
BX010026,40.8770172356,-73.8852447375,310002
BX010026,40.8772833511,-73.8851249481,310003
BX010026,40.8779338296,-73.8848370675,310004
BX010026,40.8779338296,-73.8848370675,320001
BX010026,40.8780378072,-73.8847909629,320002
BX010026,40.8782600326,-73.8846965588,320003
BX010026,40.8783945979,-73.884772264,320004
BX010026,40.8785428938,-73.8848551781,320005
BX010026,40.8786335188,-73.8849056471,320006
BX010026,40.8788724503,-73.8850498795,320007
BX010026,40.879138814,-73.8851796009,320008
BX010026,40.8791690523,-73.8852265588,320009
BX010026,40.879207539,-73.8852879672,320010
BX010026,40.8792460148,-73.8853385272,320011
BX010026,40.8793477117,-73.8854829989,320012
BX010026,40.8794466278,-73.885591314,320013
BX010026,40.8794834367,-73.8856216266,320014
BX010026,40.8794834367,-73.8856216266,330001
BX010026,40.8795647459,-73.8856887478,330002
BX010026,40.8795977644,-73.8857718634,330003
BX010026,40.8803672425,-73.8859159139,330004
BX010026,40.8803672425,-73.8859159139,340001
BX010026,40.8804789717,-73.8859366963,340002
BX010026,40.8807093032,-73.8857120937,340003
BX010026,40.881420426,-73.8859640114,340004
BX010026,40.8820327503,-73.8862269527,340005
BX010026,40.8825160847,-73.886500968,340006
BX010026,40.8827110494,-73.8865946605,340007
BX010026,40.8827715602,-73.8867247463,340008
BX010026,40.8828159567,-73.8872164963,340009
BX010026,40.8829179754,-73.8876936841,340010
BX010026,40.8829373991,-73.8879106336,340011
BX010026,40.8829183127,-73.8880408551,340012
BX010026,40.8828337665,-73.8885979178,340013
BX010026,40.8827634336,-73.8890963703,340014
BX010026,40.8827634336,-73.8890963703,350001
BX010026,40.8825829561,-73.8903739668,350002
BX010026,40.8824474694,-73.8913513265,350003
BX010026,40.8824474694,-73.8913513265,360001
BX010026,40.882413937,-73.891592953,360002
BX010026,40.8824058896,-73.8917918649,360003
BX010026,40.8824197181,-73.891903949,360004
BX010026,40.8826727961,-73.8925110855,360005
BX010026,40.8827250662,-73.8926411899,360006
BX010026,40.882708793,-73.892850965,360007
BX010026,40.8827117758,-73.8931077217,360008
BX010026,40.8827792744,-73.893382095,360009
BX010026,40.8827792744,-73.893382095,370001
BX010026,40.8828219775,-73.8935559737,370002
BX010026,40.882959458,-73.8938233651,370003
BX010026,40.8830118561,-73.8940945096,370004
BX010026,40.8829955869,-73.8943115179,370005
BX010026,40.8829216856,-73.8945358504,370006
BX010026,40.8828121163,-73.8947747042,370007
BX010026,40.8826395368,-73.8951434839,370008
BX010026,40.8826395368,-73.8951434839,380001
BX010026,40.8825765309,-73.8952777499,380002
BX010026,40.8821901686,-73.8959835429,380003
BX010026,40.8820174556,-73.896208025,380004
BX010026,40.8819132487,-73.8963094445,380005
BX010026,40.881819988,-73.8963746835,380006
BX010026,40.8815785696,-73.8965016302,380007
BX010026,40.8812492695,-73.8965708521,380008
BX010026,40.8809207616,-73.896605356,380009
BX010026,40.8809207616,-73.896605356,390001
BX010026,40.8806894063,-73.8966295831,390002
BX010026,40.8800966327,-73.8967172939,390003
BX010026,40.8798442125,-73.8968189397,390004
BX010026,40.8793340147,-73.8971705004,390005
BX010026,40.8789006701,-73.8975255535,390006
BX010026,40.8787444124,-73.8977391467,390007
BX010026,40.8786347503,-73.8978807063,390008
BX010026,40.8786347503,-73.8978807063,400001
BX010026,40.878483965,-73.8980758473,400002
BX010026,40.8785090623,-73.8985242089,400003
BX010026,40.8785118737,-73.8986001433,400004
BX010026,40.8785147422,-73.898741168,400005
BX010026,40.8785698451,-73.8989797489,400006
BX010026,40.8787184527,-73.8994315408,400007
BX010026,40.8787542941,-73.8996159098,400008
BX010026,40.8787382121,-73.9000607196,400009
BX010026,40.8786917901,-73.900335616,400010
BX010026,40.8786151386,-73.9005671636,400011
BX010026,40.8785028027,-73.9007951477,400012
BX010026,40.8783629946,-73.9009942431,400013
BX010026,40.8781106945,-73.9012405141,400014
BX010026,40.878099725,-73.9012513787,400015
BX010026,40.8778644182,-73.9014705019,400016
BX010026,40.8778644182,-73.9014705019,410001
BX010026,40.8766571616,-73.9025950679,410002
BX010026,40.8765830978,-73.9026458008,410003
BX010026,40.8766491531,-73.9028626658,410004
BX010026,40.8768004214,-73.9032323653,410005
BX010026,40.8768004214,-73.9032323653,420001
BX010026,40.876805922,-73.9032457367,420002
BX010026,40.876877405,-73.9033902743,420003
BX010026,40.8769158033,-73.9033576741,420004
BX010026,40.8780211105,-73.9024050324,420005
BX010026,40.8781713107,-73.9028083699,420006
BX010026,40.8781713107,-73.9028083699,430001
BX010026,40.8784667551,-73.9036013164,430002
BX010026,40.8784750042,-73.9036193851,430003
BX010026,40.8785300246,-73.9037711828,430004
BX010026,40.8788766139,-73.904685567,430005
BX010026,40.8789233571,-73.9047867523,430006
BX010026,40.8790058466,-73.904967442,430007
BX010026,40.8792288105,-73.9054176979,430008
BX010026,40.8792288105,-73.9054176979,440001
BX010026,40.8794154832,-73.9057949614,440002
BX010026,40.8798058631,-73.9065755075,440003
BX010026,40.8799974459,-73.9069198631,440004
BX010026,40.8799974459,-73.9069198631,450001
BX010026,40.8803968255,-73.9076378493,450002
BX010026,40.88081737,-73.9084002949,450003
BX010026,40.8810089439,-73.9087403215,450004
BX010027,40.8096632186,-73.9282399254,10001
BX010027,40.8096200613,-73.9281352127,10002
BX010027,40.810075463,-73.9277807048,10003
BX010027,40.8101303052,-73.9276975597,10004
BX010027,40.8108600814,-73.9271910235,10005
BX010027,40.8109698381,-73.927140329,10006
BX010027,40.8110357637,-73.9272233435,10007
BX010027,40.8111044363,-73.9273099676,10008
BX010027,40.8117252539,-73.9281257146,10009
BX010027,40.8120356649,-73.9285408188,10010
BX010027,40.8123378359,-73.9289487106,10011
BX010027,40.8126207747,-73.9293277262,10012
BX010027,40.8127224088,-73.9294576702,10013
BX010027,40.8127333987,-73.9294757213,10014
BX010027,40.8128157644,-73.9295153722,10015
BX010027,40.8128404845,-73.9295442465,10016
BX010027,40.8129119001,-73.9296308724,10017
BX010027,40.8130904364,-73.9298438255,10018
BX010027,40.8135209022,-73.9295482226,10019
BX010027,40.8135209022,-73.9295482226,20001
BX010027,40.8142345027,-73.9290586775,20002
BX010027,40.8144183563,-73.9289898412,20003
BX010027,40.8148628752,-73.9287870574,20004
BX010027,40.8165147983,-73.9281494439,20005
BX010027,40.8171980605,-73.9278741336,20006
BX010027,40.8175684881,-73.927700317,20007
BX010027,40.8176315961,-73.927667733,20008
BX010027,40.8185398277,-73.9272404272,20009
BX010027,40.8188685463,-73.9270850749,20010
BX010027,40.8188685463,-73.9270850749,30001
BX010027,40.8194590318,-73.9268058718,30002
BX010027,40.8199831156,-73.9265596148,30003
BX010027,40.8205428499,-73.9262663458,30004
BX010027,40.8207238991,-73.9261071737,30005
BX010027,40.8207760139,-73.926052921,30006
BX010027,40.8211353132,-73.9256514775,30007
BX010027,40.8213520054,-73.925434454,30008
BX010027,40.8215906829,-73.9252607609,30009
BX010027,40.8221229432,-73.9249313742,30010
BX010027,40.8229598063,-73.9245113093,30011
BX010027,40.8232259746,-73.9244062268,30012
BX010027,40.8234345488,-73.9243698585,30013
BX010027,40.8238462055,-73.9242935143,30014
BX010027,40.8240163301,-73.9242210574,30015
BX010027,40.8253908876,-73.923399286,30016
BX010027,40.8260767904,-73.9229865826,30017
BX010027,40.8264279657,-73.9227657649,30018
BX010027,40.8264545812,-73.9227534488,30019
BX010027,40.8264545812,-73.9227534488,40001
BX010027,40.8267160705,-73.9226317379,40002
BX010027,40.8268752199,-73.922566513,40003
BX010027,40.8269273184,-73.9224905725,40004
BX010027,40.8269547364,-73.9224471807,40005
BX010027,40.827662608,-73.9220561121,40006
BX010027,40.8278601536,-73.9219474795,40007
BX010027,40.8285378415,-73.9215708895,40008
BX010027,40.8295694617,-73.9209987454,40009
BX010027,40.8308534972,-73.9202889672,40010
BX010027,40.8313089433,-73.9200354721,40011
BX010027,40.8313446095,-73.9200137478,40012
BX010027,40.8313446095,-73.9200137478,50001
BX010027,40.8318878302,-73.919680644,50002
BX010027,40.8324310348,-73.9193258531,50003
BX010027,40.8330263013,-73.9188481286,50004
BX010027,40.8335749108,-73.9183776801,50005
BX010027,40.8343867858,-73.9175925045,50006
BX010027,40.8345266702,-73.9174586229,50007
BX010027,40.8347960118,-73.9171955689,50008
BX010027,40.8347960118,-73.9171955689,60001
BX010027,40.835138311,-73.9168615917,60002
BX010027,40.8357170332,-73.9162935015,60003
BX010027,40.8363259232,-73.9156964524,60004
BX010027,40.8374449593,-73.9146036374,60005
BX010027,40.8379715908,-73.9141295372,60006
BX010027,40.8383199525,-73.9138399719,60007
BX010027,40.8385860535,-73.9136589294,60008
BX010027,40.8387396757,-73.913550311,60009
BX010027,40.8390200465,-73.9133663563,60010
BX010027,40.8390200465,-73.9133663563,70001
BX010027,40.8391539223,-73.9132787234,70002
BX010027,40.8397520305,-73.9129635238,70003
BX010027,40.840122437,-73.9127931792,70004
BX010027,40.8408797612,-73.9125102879,70005
BX010027,40.8424685418,-73.9119805295,70006
BX010027,40.8429569743,-73.9118172444,70007
BX010027,40.8431819817,-73.9117410477,70008
BX010027,40.8435252554,-73.9116252984,70009
BX010027,40.8435252554,-73.9116252984,80001
BX010027,40.8438817002,-73.9115051933,80002
BX010027,40.8442905551,-73.9113673072,80003
BX010027,40.84475147,-73.9111136925,80004
BX010027,40.8450202944,-73.910910932,80005
BX010027,40.8453823262,-73.9105634716,80006
BX010027,40.8460348662,-73.909666232,80007
BX010027,40.8464159535,-73.9091235568,80008
BX010027,40.8468271984,-73.9085410754,80009
BX010027,40.847016376,-73.9082805772,80010
BX010027,40.8471726627,-73.9080779539,80011
BX010027,40.8474742678,-73.9076871773,80012
BX010027,40.8477759064,-73.9073397707,80013
BX010027,40.8481680519,-73.9069091013,80014
BX010027,40.8484998915,-73.9065761031,80015
BX010027,40.8492157642,-73.9059678554,80016
BX010027,40.8494132556,-73.9058121506,80017
BX010027,40.8494132556,-73.9058121506,80018
BX010027,40.8494132556,-73.9058121506,90001
BX010027,40.8498822884,-73.9054319563,90002
BX010027,40.8504912071,-73.9049395041,90003
BX010027,40.8510617278,-73.9044832444,90004
BX010027,40.85140459,-73.9042116529,90005
BX010027,40.8516240185,-73.9040342181,90006
BX010027,40.8521196519,-73.9036337178,90007
BX010027,40.8521196519,-73.9036337178,100001
BX010027,40.8522109886,-73.9035598456,100002
BX010027,40.8523865282,-73.9034150027,100003
BX010027,40.8526882417,-73.9031723779,100004
BX010027,40.8534589776,-73.9025495159,100005
BX010027,40.8545506147,-73.9016622838,100006
BX010027,40.8549702598,-73.9013182526,100007
BX010027,40.8554228556,-73.9009922424,100008
BX010027,40.8559851822,-73.9006009955,100009
BX010027,40.8565283446,-73.9002676098,100010
BX010027,40.8568026732,-73.9001045257,100011
BX010027,40.8573595607,-73.8997747261,100012
BX010027,40.8586132329,-73.8990245219,100013
BX010027,40.859244192,-73.8986584406,100014
BX010027,40.8597572046,-73.8983792954,100015
BX010027,40.8602866783,-73.8980928903,100016
BX010027,40.8612688073,-73.8975599521,100017
BX010027,40.8621960753,-73.8970668507,100018
BX010027,40.8624566756,-73.8969037608,100019
BX010027,40.8630946539,-73.8964150689,100020
BX010027,40.8630946539,-73.8964150689,110001
BX010027,40.864159958,-73.8955995943,110002
BX010027,40.8652735367,-73.8947554555,110003
BX010027,40.8659016343,-73.8942772228,110004
BX010027,40.8660661996,-73.8941504203,110005
BX010027,40.8663698258,-73.8939203547,110006
BX010027,40.8663698258,-73.8939203547,120001
BX010027,40.8663816196,-73.8939112972,120002
BX010027,40.8678133446,-73.8928243485,120003
BX010027,40.8685429164,-73.8922699876,120004
BX010027,40.8692148878,-73.8917590959,120005
BX010027,40.8694260725,-73.8915924329,120006
BX010027,40.869823654,-73.8911687527,120007
BX010027,40.8700703547,-73.8908284759,120008
BX010027,40.8706430424,-73.889825986,120009
BX010027,40.8713883748,-73.8885520095,120010
BX010027,40.8715418255,-73.8882914182,120011
BX010027,40.8717501378,-73.8879981915,120012
BX010027,40.8719338385,-73.8877990145,120013
BX010027,40.8720901344,-73.8876432722,120014
BX010027,40.8722766003,-73.8874657833,120015
BX010027,40.8723141785,-73.8874411324,120016
BX010027,40.8723141785,-73.8874411324,130001
BX010027,40.8726606092,-73.8872120266,130002
BX010027,40.8733190293,-73.8868999468,130003
BX010027,40.8739719804,-73.8866095655,130004
BX010027,40.8745536045,-73.8863554595,130005
BX010027,40.8747401611,-73.8862719744,130006
BX010027,40.8753437169,-73.8859925132,130007
BX010027,40.8758924105,-73.8857456852,130008
BX010027,40.8759939208,-73.8857021188,130009
BX010027,40.876144814,-73.8856367714,130010
BX010027,40.8770172356,-73.8852447375,130011
BX010027,40.8772833511,-73.8851249481,130012
BX010027,40.8780378072,-73.8847909629,130013
BX010027,40.8782600326,-73.8846965588,130014
BX010027,40.8783945979,-73.884772264,130015
BX010027,40.8785428938,-73.8848551781,130016
BX010027,40.8786335188,-73.8849056471,130017
BX010027,40.8788724503,-73.8850498795,130018
BX010027,40.879138814,-73.8851796009,130019
BX010027,40.8791690523,-73.8852265588,130020
BX010027,40.879207539,-73.8852879672,130021
BX010027,40.8792460148,-73.8853385272,130022
BX010027,40.8793477117,-73.8854829989,130023
BX010027,40.8794466278,-73.885591314,130024
BX010027,40.8794834367,-73.8856216266,130025
BX010027,40.8794834367,-73.8856216266,140001
BX010027,40.8795647459,-73.8856887478,140002
BX010027,40.8795977644,-73.8857718634,140003
BX010027,40.8804789717,-73.8859366963,140004
BX010027,40.8807093032,-73.8857120937,140005
BX010027,40.881420426,-73.8859640114,140006
BX010027,40.8820327503,-73.8862269527,140007
BX010027,40.8825160847,-73.886500968,140008
BX010027,40.8827110494,-73.8865946605,140009
BX010027,40.8827715602,-73.8867247463,140010
BX010027,40.8828159567,-73.8872164963,140011
BX010027,40.8829179754,-73.8876936841,140012
BX010027,40.8829373991,-73.8879106336,140013
BX010027,40.8829183127,-73.8880408551,140014
BX010027,40.8828337665,-73.8885979178,140015
BX010027,40.8827634336,-73.8890963703,140016
BX010027,40.8827634336,-73.8890963703,150001
BX010027,40.8825829561,-73.8903739668,150002
BX010027,40.8824474694,-73.8913513265,150003
BX010027,40.8824474694,-73.8913513265,160001
BX010027,40.882413937,-73.891592953,160002
BX010027,40.8824058896,-73.8917918649,160003
BX010027,40.8824197181,-73.891903949,160004
BX010027,40.8826727961,-73.8925110855,160005
BX010027,40.8827250662,-73.8926411899,160006
BX010027,40.882708793,-73.892850965,160007
BX010027,40.8827117758,-73.8931077217,160008
BX010027,40.8827792744,-73.893382095,160009
BX010027,40.8827792744,-73.893382095,170001
BX010027,40.8828219775,-73.8935559737,170002
BX010027,40.882959458,-73.8938233651,170003
BX010027,40.8830118561,-73.8940945096,170004
BX010027,40.8829955869,-73.8943115179,170005
BX010027,40.8829216856,-73.8945358504,170006
BX010027,40.8828121163,-73.8947747042,170007
BX010027,40.8826395368,-73.8951434839,170008
BX010027,40.8826395368,-73.8951434839,180001
BX010027,40.8825765309,-73.8952777499,180002
BX010027,40.8821901686,-73.8959835429,180003
BX010027,40.8820174556,-73.896208025,180004
BX010027,40.8819132487,-73.8963094445,180005
BX010027,40.881819988,-73.8963746835,180006
BX010027,40.8815785696,-73.8965016302,180007
BX010027,40.8812492695,-73.8965708521,180008
BX010027,40.8809207616,-73.896605356,180009
BX010027,40.8809207616,-73.896605356,190001
BX010027,40.8806894063,-73.8966295831,190002
BX010027,40.8800966327,-73.8967172939,190003
BX010027,40.8798442125,-73.8968189397,190004
BX010027,40.8793340147,-73.8971705004,190005
BX010027,40.8789006701,-73.8975255535,190006
BX010027,40.8787444124,-73.8977391467,190007
BX010027,40.8786347503,-73.8978807063,190008
BX010027,40.8786347503,-73.8978807063,200001
BX010027,40.878483965,-73.8980758473,200002
BX010027,40.8785090623,-73.8985242089,200003
BX010027,40.8785118737,-73.8986001433,200004
BX010027,40.8785147422,-73.898741168,200005
BX010027,40.8785698451,-73.8989797489,200006
BX010027,40.8787184527,-73.8994315408,200007
BX010027,40.8787542941,-73.8996159098,200008
BX010027,40.8787382121,-73.9000607196,200009
BX010027,40.8786917901,-73.900335616,200010
BX010027,40.8786151386,-73.9005671636,200011
BX010027,40.8785028027,-73.9007951477,200012
BX010027,40.8783629946,-73.9009942431,200013
BX010027,40.8781106945,-73.9012405141,200014
BX010027,40.878099725,-73.9012513787,200015
BX010027,40.8778644182,-73.9014705019,200016
BX010027,40.8778644182,-73.9014705019,210001
BX010027,40.8766571616,-73.9025950679,210002
BX010027,40.8765830978,-73.9026458008,210003
BX010027,40.8766491531,-73.9028626658,210004
BX010027,40.8768004214,-73.9032323653,210005
BX010027,40.8768004214,-73.9032323653,220001
BX010027,40.876805922,-73.9032457367,220002
BX010027,40.876877405,-73.9033902743,220003
BX010027,40.8769158033,-73.9033576741,220004
BX010027,40.8780211105,-73.9024050324,220005
BX010027,40.8781713107,-73.9028083699,220006
BX010027,40.8781713107,-73.9028083699,230001
BX010027,40.8784667551,-73.9036013164,230002
BX010027,40.8784750042,-73.9036193851,230003
BX010027,40.8785300246,-73.9037711828,230004
BX010027,40.8788766139,-73.904685567,230005
BX010027,40.8789233571,-73.9047867523,230006
BX010027,40.8790058466,-73.904967442,230007
BX010027,40.8792288105,-73.9054176979,230008
BX010027,40.8792288105,-73.9054176979,240001
BX010027,40.8794154832,-73.9057949614,240002
BX010027,40.8798058631,-73.9065755075,240003
BX010027,40.8799974459,-73.9069198631,240004
BX010027,40.8799974459,-73.9069198631,250001
BX010027,40.8803968255,-73.9076378493,250002
BX010027,40.88081737,-73.9084002949,250003
BX010027,40.8810089439,-73.9087403215,250004
BX010028,40.8812238156,-73.9093898716,10001
BX010028,40.8812325906,-73.9093797341,10002
BX010028,40.8813450885,-73.9093361853,10003
BX010028,40.88081737,-73.9084002949,10004
BX010028,40.8803968255,-73.9076378493,10005
BX010028,40.8801969989,-73.9072786745,10006
BX010028,40.8801969989,-73.9072786745,20001
BX010028,40.8798058631,-73.9065755075,20002
BX010028,40.8794154832,-73.9057949614,20003
BX010028,40.8790058466,-73.904967442,20004
BX010028,40.8789233571,-73.9047867523,20005
BX010028,40.8788766139,-73.904685567,20006
BX010028,40.8787586094,-73.9043743863,20007
BX010028,40.8787586094,-73.9043743863,30001
BX010028,40.8785300246,-73.9037711828,30002
BX010028,40.8784750042,-73.9036193851,30003
